title,year,runtime,votes,rating,genre
Aybüke: Ögretmen Oldum Ben!,2023,95,2247,7.9,Biography
Ayisha,2023,153,2492,5.9,Comedy
Ayodhi,2023,121,3858,8.2,Action
Azhagiya Kanne,2023,117,177,3.9,Drama
B 32 Muthal 44 Vare,2023,108,151,6.2,Drama
B&W,2023,99,1825,7.6,Mystery
BDE,2023,106,582,3.8,Comedy
BJJ: Woman on Top,2023,107,138,4.3,Drama
BS High,2023,95,1553,7.2,Documentary
BTS: Yet to Come in Cinemas,2023,104,1813,8.5,Documentary
Baan,2023,100,119,6,Drama
Baanadariyalli,2023,149,419,5.7,Comedy
Baang,2023,124,130,3.8,Thriller
Baaplyok,2023,101,157,7.7,Family
Baba Black Sheep,2023,119,251,3.7,Comedy
Baba Moroz i tayna Novogo goda,2023,97,123,5.2,Adventure
Baba Yaga,2023,101,150,5.5,Adventure
Baba Yaga spasaet mir,2023,90,223,4.6,Adventure
Baby,2023,175,8665,7.1,Drama
Baby Assassins: 2 Babies,2023,101,1059,6.3,Action
Baby Blue,2023,85,345,4.9,Horror
Baby Cat,2023,88,207,3.7,Comedy
Baby Shark's Big Movie!,2023,78,531,4,Adventure
Baby Steps,2023,92,204,5.5,Comedy
Bachubhai,2023,118,162,7,Drama
Back Home,2023,102,204,6,Drama
Back on the Strip,2023,117,762,4.2,Comedy
Back to Alexandria,2023,90,208,6.4,Comedy
Backspot,2023,93,354,5.8,Drama
Bad Actor,2023,129,968,7.4,Drama
Bad Behaviour,2023,109,1053,4.3,Comedy
Bad Blood,2023,99,177,5.4,Action
Bad Boy,2023,122,8601,6.6,Comedy
Bad CGI Gator,2023,58,472,4.3,Comedy
Bad Connection,2023,85,202,4.3,Horror
Bad Conscience,2023,110,276,5.9,Comedy
Bad Hombres,2023,93,508,5.4,Crime
Bad Lands,2023,143,543,6,Crime
Bad Living,2023,127,784,6.7,Drama
Bad Manners,2023,130,586,5,Action
Bad Press,2023,98,130,7.2,Documentary
Bad Things,2023,86,1022,3.8,Horror
Badmash Gallaki Bumper Offer,2023,130,1068,6.8,Romance
Baed El Shar,2023,100,247,4.2,Comedy
Bagha Jatin,2023,138,1619,5.9,Action
Baghdad Messi,2023,88,168,6.7,Drama
Baghead,2023,94,13355,5.4,Horror
Bagheera,2023,130,569,3.4,Drama
Bahadur: The Brave,2023,90,211,6.9,Drama
Baipan Bhari Deva,2023,137,1100,8,Comedy
Bairan Palli,2023,91,2241,8.1,Horror
Bakasuran,2023,155,1323,6.2,Action
Bakemono,2023,101,168,6.8,Horror
Balagam,2023,131,3143,7.9,Drama
Balik Taya,2023,97,288,4,Drama
Ballerina,2023,92,15137,6.3,Action
Bama Rush,2023,100,2057,4.2,Documentary
Bamse and the World's Smallest Adventure,2023,65,189,5.9,Adventure
Band Four,2023,107,102,6.4,Music
Bandra,2023,150,930,4.4,Action
Banel & Adama,2023,87,707,6.3,Drama
Bank of Dave,2023,107,15187,7.1,Biography
Barber,2023,90,1045,5.1,Crime
Barbie,2023,114,594518,6.8,Adventure
Barbie: Skipper and the Big Babysitting Adventure,2023,60,224,5.7,Family
Bark,2023,90,1426,5.6,Thriller
Bars,2023,101,120,5,Drama
Battle Over Britain,2023,80,398,4,War
Battlebox,2023,77,639,3.4,Drama
Bawaal,2023,137,16987,6.6,Action
Bayi Ajaib,2023,99,393,5,Horror
Be My Family,2023,132,139,6.2,Comedy
Beach Villa,2023,105,393,3.1,Comedy
Bear Man,2023,97,219,5.1,Action
Beau Is Afraid,2023,179,69686,6.7,Comedy
Beautiful Disaster,2023,96,15296,5.3,Comedy
Beautiful Friend,2023,81,192,3.9,Drama
Becky and Badette,2023,114,191,6.5,Comedy
Bedurulanka 2012,2023,149,1893,5.9,Action
Before It Ends,2023,100,1012,7,Drama
Before We Collapse,2023,100,104,5.1,Comedy
Before the World Set on Fire,2023,135,110,3.2,Drama
Beginning,2023,111,142,6.8,Crime
Behind Closed Doors,2023,64,1437,8.1,Documentary
Behind Open Doors,2023,62,130,5.6,Drama
Behind the Mountains,2023,98,142,5.9,Drama
Being Mary Tyler Moore,2023,119,1195,7.5,Documentary
Bela Luna,2023,109,524,4.7,Drama
Believer 2,2023,114,2011,5.6,Action
Belle,2023,93,168,5.4,Fantasy
Belmondo,2023,89,117,3.1,Comedy
Beloved,2023,93,461,4.6,Drama
Below the Belt,2023,50,126,8.5,Documentary
Bembidada Naavika,2023,130,216,8.1,Drama
Beneath Us All,2023,91,4221,3.7,Drama
Beneath the Green,2023,80,167,2.7,Mystery
Bengaluru Boys,2023,142,1109,6.9,Drama
Benim Babam Bir Kahraman,2023,96,162,5.4,Comedy
Beri da pomni,2023,83,128,6.4,Comedy
Berlin,2023,124,4066,6.8,Drama
Bermuda Island,2023,86,1619,2.8,Action
Bernadette,2023,92,1217,6.3,Biography
Best Friend,2023,104,205,5.4,Thriller
Best Regards to All,2023,89,163,5.6,Horror
Best. Christmas. Ever!,2023,82,11379,4.4,Comedy
Beth Stelling: If You Didn't Want Me Then,2023,59,436,6.4,Comedy
Betray,2023,106,147,4.7,Drama
Betrayal,2023,94,261,5.4,Horror
Betrayal,2023,87,702,5.3,War
Better Times,2023,105,788,6.3,Comedy
Between Revolutions,2023,69,347,7.3,Documentary
Beyaz Hap,2023,92,969,7.1,Comedy
Beyond Human Nature,2023,109,113,7.1,Crime
Beyond Utopia,2023,115,4464,7.9,Biography
Beyond the Light Barrier,2023,87,609,6.2,Biography
Bezos,2023,99,2915,4.3,Biography
Bhaag Saale,2023,121,1130,5.5,Comedy
Bhagavanth Kesari,2023,164,4998,5.8,Action
Bhagwan Bharose,2023,94,592,6.7,Comedy
Bharateeyans,2023,157,1020,6.8,Action
Bhari Taraganam,2023,142,1105,7.1,Comedy
Bheed,2023,124,12119,6.5,Drama
Bheemadevarapally Branchi,2023,134,1840,7.3,Family
Bholaa,2023,144,23080,5.8,Action
Bholaa Shankar,2023,159,2218,3.3,Action
Bhuvana Vijayam,2023,118,520,6.7,Comedy
Bibi,2023,95,161,4.3,Thriller
Big Boys,2023,90,618,6.8,Comedy
Big George Foreman,2023,129,10871,6.6,Biography
Big Kids,2023,100,330,6.1,Comedy
Big Love,2023,102,125,4.2,Romance
Big Nunu's Little Heist,2023,91,296,4.1,Action
Big Shark,2023,99,409,5.3,Adventure
Bihter,2023,113,4150,3.6,Drama
Bikini Hackers,2023,66,520,1.8,Comedy
Billie Blue,2023,116,149,6,Comedy
Billie Eilish Live at the O2,2023,105,216,7.8,Documentary
Billie's Magic World,2023,90,427,8.1,Animation
Billion Dollar Heist,2023,84,668,6.8,Crime
Bina Band Chal England,2023,123,834,6.3,Comedy
Binged to Death,2023,79,134,5.5,Comedy
Bird Box: Barcelona,2023,112,26583,5.3,Horror
Birdeater,2023,113,822,5.2,Drama
Birder,2023,87,302,5.2,Drama
Birth/Rebirth,2023,101,7712,6.2,Drama
Birthday Girl,2023,95,898,6,Drama
Birthright Outlaw,2023,101,553,4.9,Drama
Bismillah Kunikahi Suamimu,2023,110,396,5.7,Drama
Bisyo!,2023,89,245,5.2,Drama
Bite the Dust,2023,104,483,5.6,Western
Bitten,2023,90,243,5.8,Drama
Biye Bibhrat,2023,124,136,6,Comedy
Black Bags,2023,87,464,5.5,Thriller
Black Barbie: A Documentary,2023,94,639,6,Documentary
Black Box,2023,120,283,5.5,Drama
Black Clover: Sword of the Wizard King,2023,110,8614,7.4,Action
Black Daruma,2023,77,127,3.6,Horror
Black Dog,2023,96,176,6.4,Comedy
Black Girl Missing,2023,88,496,5.6,Crime
Black Lotus,2023,90,2822,4.3,Action
Black Mold,2023,92,495,4.4,Drama
Black Noise,2023,86,2135,3,Action
Black Sunshine Baby,2023,85,111,8.2,Biography
Black War: Mission Exteme 2,2023,130,518,6.8,Action
Black White and the Greys,2023,99,163,5.3,Drama
BlackBerry,2023,120,54244,7.3,Biography
Blackbird Blackbird Blackberry,2023,110,1472,7,Drama
Blackout,2023,104,696,5.2,Horror
Blaga's Lessons,2023,114,1033,7.1,Drama
Bleeding Love,2023,96,1011,5.7,Drama
Bless Me Father,2023,91,1855,4.8,Crime
Blessed You,2023,106,180,5.8,Comedy
Blessings of Christmas,2023,86,595,6.6,Drama
Blind,2023,124,6178,4.1,Crime
Blind Waters,2023,100,436,3.2,Action
Blind at Heart,2023,136,177,6.4,Drama
Blondi,2023,87,1168,6.7,Comedy
Blood & Gold,2023,98,18804,6.5,Action
Blood Harvest,2023,80,211,2.3,Drama
Blood Vessel,2023,118,478,4.4,Adventure
Blood and Snow,2023,114,411,3.5,Horror
Blood for Dust,2023,98,2019,5.2,Action
"Blood, Sweat and Cheer",2023,95,254,5.3,Comedy
Bloodthirst,2023,88,1201,3.7,Action
Bloody Daddy,2023,121,22947,6.6,Action
Blossom,2023,107,103,3.5,Drama
Blue Beetle,2023,127,106554,5.9,Action
Blue Giant,2023,120,2769,7.9,Animation
Blue Hour: The Disappearance of Nick Brandreth,2023,100,230,5.3,Drama
Body Parts,2023,104,163,5.5,Horror
Bogeyman,2023,102,591,4.9,Action
Bogla Mama,2023,147,210,6,Comedy
Bolan's Shoes,2023,98,206,6.3,Drama
Bommai Nayagi,2023,123,773,7.6,Drama
Bon Bini: Bangkok Nights,2023,91,382,5.2,Comedy
Bonded,2023,72,351,5.2,Horror
Bones and Names,2023,104,122,6.4,Drama
Bonjour Switzerland,2023,88,469,6.9,Comedy
Bonnard: Pierre & Marthe,2023,122,657,6.5,Biography
Bono & The Edge: A Sort of Homecoming with Dave Letterman,2023,84,1139,7.8,Documentary
Bonus Track,2023,98,641,6.6,Comedy
Booger,2023,78,352,4.4,Comedy
Book Club: The Next Chapter,2023,107,8311,5.6,Comedy
Boomerang,2023,123,771,3.4,Comedy
Boonie Bears: Guardian Code,2023,96,209,6.4,Adventure
Bora,2023,90,119,4.9,Thriller
Bordea: Teoria Conspiratiei,2023,66,185,6.3,Comedy
Borderline,2023,83,141,4.2,Drama
Borderline,2023,100,161,3.6,Crime
Borgo,2023,118,826,7,Crime
Born for You,2023,113,342,7,Drama
Born to Fly,2023,128,2794,5.8,Action
Bosnian Pot,2023,103,192,6,Comedy
Boso Dos,2023,106,452,4.7,Crime
Boss,2023,126,671,6.7,Crime
Boston Strangler,2023,112,37216,6.5,Crime
Bottoms,2023,91,51265,6.7,Comedy
Boudica: Queen of War,2023,101,3295,4.2,Action
Box: Metaphor,2023,78,1764,3.2,Sci-Fi
Boy Kills World,2023,111,33882,6.4,Action
Boy in the Walls,2023,87,307,4.4,Drama
Boyz 4,2023,134,194,5.2,Comedy
Brave Citizen,2023,112,2446,6.5,Action
Brave the Dark,2023,112,922,6.9,Drama
Bread & Roses,2023,90,369,6.7,Documentary
Break In,2023,78,235,4.1,Thriller
Breaking Girl Code,2023,90,168,4.9,Thriller
Breaking Infinity,2023,86,499,4.9,Sci-Fi
Breaking Point,2023,102,383,4.5,Sport
Breaking Point,2023,85,544,5.2,Drama
Breaking Social,2023,93,224,6.4,Documentary
Breakout,2023,86,1774,4.4,Action
Breakout,2023,84,1579,6.6,Mystery
Breakwater,2023,97,1226,5.2,Crime
Breath of Life,2023,114,409,6.5,Drama
Breathing In,2023,105,184,4.8,Drama
Bring Her to Me,2023,56,172,3.7,Horror
Bring Him to Me,2023,96,3312,5.2,Crime
Bro,2023,134,10726,6.1,Comedy
Broken,2023,118,629,6.7,Drama
Brooklyn 45,2023,92,2630,5.9,Drama
Brothers,2023,135,520,6.7,Action
Brutal Heat,2023,75,171,4.4,Drama
Bubblegum,2023,146,2379,6.2,Action
Bucha,2023,118,888,6,Thriller
Budak Flat,2023,104,136,5.5,Action
Buddy Games: Spring Awakening,2023,91,1454,4.5,Comedy
Bugaw,2023,90,205,4.7,Thriller
Buhe Bariyan,2023,129,692,6.2,Drama
Bullet Diaries,2023,115,193,5.1,Drama
Bullets,2023,95,273,6.5,Crime
Bumper,2023,145,103,7.8,Action
Burning Betrayal,2023,98,3973,4.1,Drama
Burqa,2023,80,464,6,Drama
Bursting Point,2023,138,360,5.7,Action
Bury the Bride,2023,83,535,4.6,Horror
Bushirt T-shirt,2023,144,220,8.6,Comedy
Butch Cassidy and the Wild Bunch,2023,106,188,4.6,Action
Butta Bomma,2023,122,695,6.6,Drama
Butterfly Tale,2023,88,254,4.8,Adventure
Buy Her,2023,110,101,4.9,Drama
Buya Hamka Vol. 1,2023,106,877,6.6,Biography
Bye Bye Barry,2023,92,2204,7.7,Documentary
Bye Bye Tiberias,2023,82,626,7.4,Biography
CHAAW: Chapter 1,2023,72,444,8.1,Comedy
CHAAW: Chapter 2 (Victims of Injustice),2023,72,435,7.9,Crime
Cabin Girl,2023,87,757,4.6,Drama
Caddy Hack,2023,75,151,2.9,Comedy
Cade: The Tortured Crossing,2023,100,1162,5.1,Action
Caligula: The Ultimate Cut,2023,178,1245,6.4,Drama
Call Her King,2023,99,1770,4.1,Action
Call Me Alma,2023,93,242,4.8,Crime
Call Me Chihiro,2023,131,4026,6.9,Drama
Call Me Kate,2023,86,596,7.1,Documentary
Called to Duty,2023,100,503,2.3,Action
Calling Sahasra,2023,143,1536,5.2,Crime
Camino,2023,104,769,6,Comedy
Camp,2023,81,233,4.4,Comedy
Camp Blood 666 Part 2: Exorcism of the Clown,2023,69,271,2.6,Drama
Camp Hideout,2023,100,1118,4.3,Comedy
Camping du lac,2023,70,102,5.9,Comedy
Canceled,2023,97,1580,3.7,Horror
Candy & Bonita,2023,97,135,5.5,Comedy
Candy Cane Lane,2023,117,21909,5.6,Comedy
Cannes - A Film makers story,2023,60,309,2.8,Documentary
Captain Faggotron Saves the Universe,2023,77,100,5.3,Comedy
Captive,2023,81,432,4.2,Horror
Carlos,2023,87,393,7.1,Biography
Carnal Sins,2023,96,305,5.9,Drama
Carol Doda Topless at the Condor,2023,100,190,6.8,Biography
Carousel,2023,93,1509,4.7,Horror
Carry on Jatta 3,2023,136,11226,5.9,Comedy
Casando a mi Ex,2023,92,143,4.9,Romance
Casanova's Return,2023,90,492,6.1,Drama
Cascade,2023,95,677,4.8,Thriller
Case 30,2023,120,1245,7.1,Crime
Cassandro,2023,107,4269,6.5,Biography
Castaways,2023,91,401,4.2,Adventure
Casting Kill,2023,80,372,4,Drama
Cat Call,2023,91,407,4.9,Comedy
Cat Person,2023,118,7327,6,Comedy
Catatan Si Boy,2023,126,195,5.1,Drama
Catching Dust,2023,96,913,6,Thriller
Catching Fire: The Story of Anita Pallenberg,2023,113,480,7.1,Biography
Cats in the Museum,2023,83,589,4.7,Adventure
Caught Out: Crime. Corruption. Cricket,2023,77,475,5.9,Documentary
Cause of Death: Unknown,2023,104,243,7.3,Drama
Caveman,2023,100,353,4.5,Comedy
Caviar,2023,84,149,3,Horror
Cenazemize Hos Geldiniz,2023,110,135,5.5,Comedy
Centaur,2023,101,1594,6.9,Drama
Centurion: The Dancing Stallion,2023,98,158,6.1,Drama
Cessationist,2023,113,193,5.1,Documentary
Chaar Lugaai,2023,127,1633,7.9,Mystery
Chaitra,2023,117,555,3.1,Horror
Chakravyuham: The Trap,2023,111,8086,6.8,Crime
Chal Mann Jeetva Jaiye 2,2023,159,297,8,Drama
Chal Zindagi,2023,130,238,8.2,Adventure
Chalga,2023,112,606,5,Drama
Championext,2023,125,1178,6.1,Comedy
Champions,2023,124,30841,6.8,Comedy
Chandramukhi 2,2023,172,3396,2.6,Action
Chang An,2023,168,1400,7.5,Animation
Chang Can Dunk,2023,109,1709,6.3,Drama
Changure Bangaru Raja,2023,129,119,4.8,Comedy
Chantilly Bridge,2023,86,180,5.9,Drama
Chaos,2023,150,1053,7.3,Action
Charles Enterprises,2023,130,660,5,Comedy
Chasing Chasing Amy,2023,95,773,7.6,Documentary
Chatrapathi,2023,124,3026,3.9,Action
Chaver,2023,128,2477,6.2,Crime
Che,2023,126,1603,8.1,Biography
Cheat,2023,85,202,3.6,Horror
Cheater,2023,120,3058,6.6,Romance
Chebi: My Fluffy Friend,2023,113,1812,5.8,Comedy
Checker Tobi und die Reise zu den fliegenden Flüssen,2023,93,284,7.3,Adventure
Checkmate,2023,112,24640,7.6,Action
Cheddy Gang Tamasha,2023,160,2817,7.9,Action
Cheena Trophy,2023,122,3881,6.9,Comedy
Cheeni 2,2023,125,251,6.3,Comedy
Chef Jack: The Adventurous Cook,2023,80,148,6.1,Adventure
Chengiz,2023,150,6057,7.6,Action
Chestnut,2023,87,427,4.7,Drama
Cheta Singh,2023,135,282,6.6,Thriller
Chhakka Panja 4,2023,152,762,6.6,Comedy
Chhatriwali,2023,116,11172,6.6,Comedy
Chi Chi Em Em 2,2023,115,168,5,Comedy
Chicken Run: Dawn of the Nugget,2023,98,26447,6.3,Adventure
Chicken for Linda!,2023,73,1055,7.1,Animation
Chidiakhana,2023,115,525,6.6,Drama
Chidiyan Da Chamba,2023,122,302,7.5,Drama
Chiem Doat,2023,113,105,5.3,Drama
Children of the Night,2023,85,103,4.3,Horror
Chinas,2023,118,957,6.9,Drama
Chithha,2023,140,8531,8.2,Drama
Chokehold,2023,112,4912,5.7,Drama
Choose Love,2023,77,3523,5,Comedy
Chor Nikal Ke Bhaga,2023,110,55013,7.2,Crime
Chowchilla,2023,98,1190,7,Crime
Chowka Bara,2023,94,805,7.8,Romance
Christmas Angel,2023,90,105,7.2,Drama
Christmas Party,2023,80,317,3.9,Comedy
Christmas Time,2023,95,208,4.8,Comedy
Christmas as Usual,2023,88,6210,5.4,Comedy
Christmas at the Holly Day Inn,2023,88,214,4.7,Comedy
Christmas in Maple Hills,2023,86,571,6.9,Romance
Christmas on Cobbler Street,2023,95,420,6.7,Adventure
Christmas with Jerks,2023,86,107,6,Comedy
Christmas with the Chosen: Holy Night,2023,125,478,7.3,Music
Christmas with the Knightlys,2023,85,167,6.9,Romance
Christmas with the Prince,2023,81,207,2.9,Adventure
Christmess,2023,99,164,6.1,Comedy
Christopher,2023,150,3514,5.9,Action
Christy,2023,141,2494,4.8,Comedy
Chronicles of a Wandering Saint,2023,84,155,7.1,Drama
Chuck Chuck Baby,2023,101,261,6.6,Drama
Chupa,2023,95,7713,5.5,Action
Cinderella in the Caribbean,2023,94,388,5.9,Drama
Cinnamon,2023,91,650,6.5,Crime
Cinéma Laika,2023,81,125,6.5,Documentary
Circle,2023,141,1542,7.2,Mystery
Circle Line,2023,80,390,3.6,Action
Circus,2023,159,112,8.9,Comedy
Circus Maximus,2023,75,763,6.1,Music
Citizen Saint,2023,100,119,7.4,Drama
City Hunter: Angel Dust,2023,94,262,5.9,Action
City Rush 3,2023,55,798,4,Action
City of Dreams,2023,114,1050,6.8,Drama
City of Wind,2023,104,464,6.6,Drama
Clawfoot,2023,87,561,4.8,Comedy
Climate: The Movie (The Cold Truth),2023,80,977,6.6,Documentary
Clinic,2023,89,2066,3,Thriller
Clock,2023,91,6591,5,Drama
Close Your Eyes,2023,169,4073,7.2,Drama
Close the Divide,2023,90,404,8.3,Documentary
Close to Vermeer,2023,79,507,7.3,Documentary
Close to You,2023,100,1143,5,Drama
Club Zero,2023,110,3054,5.9,Comedy
Coast Guard Malaysia: Ops Helang,2023,83,227,4.9,Action
Cobweb,2023,135,1993,6.6,Comedy
Cobweb,2023,88,40140,5.9,Horror
Cocaine Bear,2023,95,117861,5.9,Comedy
Cocaine Bear: The True Story,2023,51,354,5.7,Documentary
Cocaine Shark,2023,76,662,1.8,Crime
Cocktail,2023,130,910,7.4,Fantasy
Coco Farm,2023,87,177,6.7,Family
Codón es un máquina,2023,98,258,4.6,Comedy
Coffee Wars,2023,104,2995,4.6,Comedy
Cold,2023,98,348,5.7,Crime
Cold Copy,2023,96,942,5.4,Crime
Cold Cross,2023,107,120,4.2,Western
Cold Meat,2023,90,2313,5.3,Thriller
Cold Road,2023,100,322,4,Thriller
Coldplay: Music of the Spheres - Live at River Plate,2023,138,255,8.5,Music
Colonials,2023,80,435,2.5,Sci-Fi
Colorado Christmas,2023,94,170,4,Drama
Comandante,2023,120,1635,6.6,Biography
Come Out in Jesus Name,2023,90,2950,5.2,Documentary
Come può uno scoglio,2023,90,263,4.4,Comedy
Comeback,2023,98,240,4.9,Comedy
Comme par magie,2023,93,143,5.4,Comedy
Common Ground,2023,101,128,7.9,Documentary
Como Dios manda,2023,99,702,5.2,Comedy
Concrete Utopia,2023,130,7830,6.6,Action
Condition of Return,2023,93,580,6.3,Crime
Condor's Nest,2023,102,1131,4.3,Action
Confessions,2023,97,642,6.7,Thriller
Confessions of a Psycho Killer,2023,90,125,6,Documentary
Confidential Informant,2023,88,2999,3.7,Action
Confrontation,2023,80,173,5.5,Drama
Congrats My Ex!,2023,98,593,6.2,Comedy
Congratulations,2023,132,189,5.6,Drama
Conjuring Kannappan,2023,140,1242,6.1,Horror
Consecration,2023,91,4511,5.2,Horror
Consent,2023,119,1082,6.5,Biography
Contagion of Fear,2023,94,225,3.7,Thriller
Control,2023,84,149,3.3,Action
Control Zeta,2023,104,202,4.4,Action
Cool Cat vs Dirty Dog: The Virus Wars,2023,63,106,4.6,Comedy
Cooper2723: The Movie,2023,88,134,9,Comedy
Cop vs. Killer,2023,87,116,5.6,Action
Copa 71,2023,90,621,7.5,Documentary
Copenhagen Does Not Exist,2023,99,527,5.7,Drama
Cora Bora,2023,92,238,5.6,Comedy
Corona Dhavan,2023,130,448,5.9,Comedy
Corona Papers,2023,155,1647,6.4,Action
Cottontail,2023,94,282,6.5,Romance
Coup de Chance,2023,93,9618,6.4,Comedy
Coup!,2023,98,2313,6.1,Comedy
Coyote,2023,101,462,3.7,Sci-Fi
Crater,2023,105,4434,5.4,Adventure
Craving,2023,83,3091,4.1,Crime
Creak,2023,113,308,6.2,Thriller
Creation of the Gods I: Kingdom of Storms,2023,148,5376,6.7,Adventure
Creatura,2023,112,1307,6.5,Drama
Creed III,2023,116,98930,6.7,Action
Creep Box,2023,98,101,5.4,Sci-Fi
Creeping Death,2023,95,432,3.6,Horror
Creepypasta,2023,84,385,3.2,Horror
Cricket & Antoinette,2023,82,429,6.5,Adventure
Crime Diaries: The Celebrity Stylist,2023,90,690,4.6,Crime
Critical Zone,2023,99,598,6.1,Drama
Crocodile Swarm,2023,76,196,2.7,Horror
Crocodylus: Mating Season,2023,85,193,2.9,Comedy
Crossfire,2023,90,798,4,Action
Crumb Catcher,2023,103,146,6.2,Comedy
Cryptids,2023,85,148,4.1,Horror
Crypto Boy,2023,103,1322,5.7,Drama
Culpa Mía,2023,117,34184,6.2,Drama
Cult of the Devil,2023,98,143,5,Horror
Currency Nagar,2023,125,2131,8.6,Drama
Curry & Cyanide: The Jolly Joseph Case,2023,98,4365,6.7,Crime
Custody,2023,148,5410,5.7,Action
Cuánto me queda,2023,87,103,4.6,Comedy
Cyber Heist,2023,111,328,4.7,Action
Cyberbunker: The Criminal Underworld,2023,101,1645,6.4,Crime
Cyndi Lauper: Let the Canary Sing,2023,98,515,7.5,Biography
Cypher,2023,81,156,5.9,Documentary
DC Down,2023,82,306,2.8,Action
DD Returns,2023,124,1872,6.2,Comedy
Da 'Partments,2023,79,155,4.8,Comedy
Da grandi,2023,104,219,5.2,Comedy
Daaaaaali!,2023,77,3329,6.6,Comedy
Dada,2023,133,6891,8.1,Drama
Daddio,2023,100,10443,6.6,Drama
Dahanam,2023,137,2197,8.8,Drama
Daimyô-tôsan,2023,121,116,6.1,Comedy
Daksha,2023,151,661,8.7,Horror
Damayana,2023,116,536,9.1,Comedy
Dance First,2023,100,696,6.1,Biography
Dance for Me,2023,93,405,4.9,Thriller
Dancing Green,2023,101,153,5.2,Crime
Dancing Queen,2023,92,197,6.3,Drama
Dangerous Waters,2023,101,2371,5.2,Thriller
Daniel,2023,72,608,7.6,Adventure
Dante's Hotel,2023,99,455,4.9,Horror
Daredevil Musthafa,2023,160,941,7.8,Comedy
Dario Argento: Panico,2023,98,581,6.7,Biography
Dark Asset,2023,90,585,4.1,Action
Dark Entities,2023,119,240,4.4,Horror
Dark Harvest,2023,96,9458,5.5,Fantasy
Dark Obsession,2023,96,2387,5.3,Thriller
Dark Paradise,2023,111,155,5.9,Drama
Dark Parasite,2023,85,184,2.3,Drama
Dark Windows,2023,80,1776,4.6,Horror
Darker Shades of Summer,2023,80,536,2.6,Romance
Darkest of Lies,2023,116,136,4,Thriller
Darkland: The Return,2023,110,2117,6.4,Action
Daruma,2023,104,104,8.8,Drama
Das Beste kommt noch!,2023,111,721,5,Comedy
Das Ka Dhamki,2023,140,2046,6.1,Comedy
Dasara,2023,156,11258,6.6,Action
Dasham Avatar,2023,151,1656,5.8,Action
Dashing Through the Snow,2023,92,4026,5.6,Comedy
Daughter of the Bride,2023,102,659,5.5,Comedy
David Holmes: The Boy Who Lived,2023,90,4190,7.7,Documentary
Day Dreaming,2023,98,282,7,Comedy
Day Off,2023,106,456,7.1,Drama
Day of the Fight,2023,108,374,7,Drama
Day of the Tiger,2023,80,223,6.5,Adventure
"Days of Fire, Love and Anarchy",2023,76,147,7.4,Documentary
Days of Happiness,2023,118,351,6.5,Drama
De Caperucita a loba,2023,92,310,4.7,Comedy
De Tatta's 2,2023,85,567,5.4,Comedy
"De ce ma cheama Nora, cand cerul meu e senin",2023,85,125,8,Biography
Dead Girls Dancing,2023,98,196,5.4,Drama
Dead Hot: Season of the Witch,2023,98,200,3.5,Horror
Dead Line,2023,124,1560,7.6,Thriller
Dead Man's Hand,2023,96,499,3.8,Western
Dead Shot,2023,92,3074,5.5,Action
Dead or Alive,2023,81,200,5.6,Action
Deadland,2023,92,238,5.8,Thriller
Deadly DILF,2023,97,313,4.4,Thriller
Deadly Entanglement,2023,95,128,5.5,Thriller
Dealing with Christmas,2023,94,547,5.6,Comedy
Dear David,2023,118,1018,5.7,Comedy
Dear David,2023,94,1569,4,Horror
Dear Jassi,2023,132,142,7.6,Drama
Dear Vaappi,2023,138,627,6.3,Drama
Death Is a Problem for the Living,2023,98,339,6.9,Action
Death Notice: A Serial Killer Leaving Notes,2023,99,339,5.5,Crime
Death Whisperer,2023,120,2545,5.8,Horror
Death of the Little Match Girl,2023,114,230,6.6,Crime
Death on the Border,2023,95,334,3.6,Crime
